Planet Name,Kepler ID,KOI Name,Alt Name,RA (J2000),Dec (J2000),Planet temp,Planet Radius,Transit duration,Period,Impact Parameter,Inclination,Provenance,a/R,Transit Number,Transit Model,Time of transit,Transit Depth,Semi-major Axis,r/R,r/R err1,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,J Mag,H Mag,K Mag,KOI List,Last Update,KOI Vet Date
string,integer,string,string,ra,dec,integer,float,float,float,float,float,string,float,integer,string,float,real,float,float,float,float,float,float,integer,float,float,float,float,float,float,float,float,float,string,string,datetime
Kepler-123 c,7219825,K00238.02,Kepler-123 c,19 47 59.670,+42 46 55.06,666,1.410,4.183,26.694,0.800,88.240,Pinsonneault,30.000,,Mandel and Agol (2002 ApJ 580 171),144.015,147.0,0.182,0.012,8.300e-4,0.480,1.130,1.050,6274,4.440,14.061,14.458,14.013,13.891,13.819,12.982,12.725,12.655,YES,2014-02-26,2014-06-10 00:00:00
Kepler-124 b,11288051,K00241.03,Kepler-124 b,19 07 00.666,+49 03 53.68,979,0.930,2.341,3.411,0.670,85.370,Pinsonneault,8.500,,Mandel and Agol (2002 ApJ 580 171),131.573,142.0,0.042,0.011,5.900e-4,0.700,0.841,0.740,5288,4.620,14.139,14.740,14.089,13.881,13.749,12.780,12.314,12.233,YES,2014-02-26,2013-12-19 00:00:00
Kepler-124 c,11288051,K00241.01,Kepler-124 c,19 07 00.666,+49 03 53.68,616,2.230,3.607,13.821,0.720,88.240,Pinsonneault,21.500,,Mandel and Agol (2002 ApJ 580 171),131.793,785.0,0.106,0.028,0.001,0.700,0.841,0.740,5288,4.620,14.139,14.740,14.089,13.881,13.749,12.780,12.314,12.233,YES,2014-02-26,2013-12-19 00:00:00
Kepler-124 d,11288051,K00241.02,Kepler-124 d,19 07 00.666,+49 03 53.68,470,1.370,4.438,30.951,0.750,88.810,Pinsonneault,37.000,,Mandel and Agol (2002 ApJ 580 171),153.841,292.0,0.182,0.017,8.700e-4,0.700,0.841,0.740,5288,4.620,14.139,14.740,14.089,13.881,13.749,12.780,12.314,12.233,YES,2014-02-26,2013-12-19 00:00:00
Kepler-125 b,10489206,K00251.01,Kepler-125 b,19 53 01.948,+47 36 17.78,625,2.590,1.854,4.164,0.680,87.090,Pinsonneault,13.700,,Mandel and Agol (2002 ApJ 580 171),171.087,2261.0,0.041,0.046,0.004,13.500,0.537,0.515,3996,4.740,14.752,16.233,14.871,14.118,13.716,12.484,11.869,11.682,YES,2014-02-26,2013-12-19 00:00:00
Kepler-125 c,10489206,K00251.02,Kepler-125 c,19 53 01.948,+47 36 17.78,560,0.820,1.989,5.774,0.660,87.660,Pinsonneault,17.100,,Mandel and Agol (2002 ApJ 580 171),132.960,228.0,0.051,0.015,0.002,13.500,0.537,0.515,3996,4.740,14.752,16.233,14.871,14.118,13.716,12.484,11.869,11.682,YES,2014-02-26,2013-12-19 00:00:00
Kepler-126 b,8292840,K00260.01,Kepler-126 b,19 17 23.357,+44 12 30.64,980,1.660,5.034,10.496,0.867,84.220,SPC,8.364,,Mandel and Agol (2002 ApJ 580 171),172.790,114.0,0.097,0.012,1.200e-4,4.000,1.110,1.260,6164,4.280,10.500,10.904,10.514,,,9.616,9.407,9.344,YES,2014-02-26,2014-06-10 00:00:00
Kepler-126 c,8292840,K00260.03,Kepler-126 c,19 17 23.357,+44 12 30.64,765,1.790,5.766,21.870,0.897,85.940,SPC,13.644,,Mandel and Agol (2002 ApJ 580 171),140.294,123.0,0.159,0.013,1.600e-4,4.000,1.110,1.260,6164,4.280,10.500,10.904,10.514,,,9.616,9.407,9.344,YES,2014-02-26,2014-06-10 00:00:00
Kepler-126 d,8292840,K00260.02,Kepler-126 d,19 17 23.357,+44 12 30.64,461,2.890,11.537,100.283,0.849,88.810,SPC,37.660,,Mandel and Agol (2002 ApJ 580 171),245.041,362.0,0.438,0.021,1.200e-4,4.000,1.110,1.260,6164,4.280,10.500,10.904,10.514,,,9.616,9.407,9.344,YES,2014-02-26,2014-06-10 00:00:00
Kepler-127 b,9451706,K00271.03,Kepler-127 b,19 00 45.600,+46 01 40.66,865,1.410,3.426,14.436,0.842,87.090,SPC,18.000,,Mandel and Agol (2002 ApJ 580 171),141.511,97.0,0.126,0.010,2.100e-4,1.380,1.269,1.270,6169,4.330,11.485,11.779,11.422,11.358,11.352,10.536,10.300,10.234,YES,2014-02-26,2013-12-19 00:00:00
Kepler-127 c,9451706,K00271.02,Kepler-127 c,19 00 45.600,+46 01 40.66,683,2.330,6.896,29.392,0.498,88.810,SPC,28.900,,Mandel and Agol (2002 ApJ 580 171),209.073,317.0,0.202,0.017,1.100e-4,1.380,1.269,1.270,6169,4.330,11.485,11.779,11.422,11.358,11.352,10.536,10.300,10.234,YES,2014-02-26,2013-12-19 00:00:00
Kepler-127 d,9451706,K00271.01,Kepler-127 d,19 00 45.600,+46 01 40.66,578,2.510,7.036,48.631,0.672,88.810,SPC,40.400,,Mandel and Agol (2002 ApJ 580 171),172.546,344.0,0.282,0.018,1.400e-4,1.380,1.269,1.270,6169,4.330,11.485,11.779,11.422,11.358,11.352,10.536,10.300,10.234,YES,2014-02-26,2013-12-19 00:00:00
Kepler-128 b,8077137,K00274.01,Kepler-128 b,18 49 58.132,+43 58 48.75,940,1.130,4.138,15.092,0.440,88.810,SME,25.300,,Mandel and Agol (2002 ApJ 580 171),175.928,50.0,0.127,0.007,3.300e-4,4.200,1.198,1.550,6090,4.130,11.390,11.697,11.315,11.258,11.241,10.373,10.094,10.109,YES,2013-12-18,2013-12-19 00:00:00
Kepler-128 c,8077137,K00274.02,Kepler-128 c,18 49 58.132,+43 58 48.75,820,1.130,5.092,22.795,0.260,89.380,SME,33.000,,Mandel and Agol (2002 ApJ 580 171),153.492,52.0,0.167,0.007,3.600e-4,4.200,1.198,1.550,6090,4.130,11.390,11.697,11.315,11.258,11.241,10.373,10.094,10.109,YES,2013-12-18,2013-12-19 00:00:00
Kepler-129 b,10586004,K00275.01,Kepler-129 b,19 01 14.700,+47 50 54.83,827,1.960,7.179,15.792,0.030,89.950,SPC,17.030,,Mandel and Agol (2002 ApJ 580 171),176.821,213.0,0.130,0.013,1.500e-4,4.090,1.185,1.360,5795,4.240,11.696,12.646,11.817,,,10.600,10.325,10.252,YES,2014-02-26,2014-06-10 00:00:00
Kepler-129 c,10586004,K00275.02,Kepler-129 c,19 01 14.700,+47 50 54.83,476,2.040,9.945,82.200,0.610,89.380,SPC,51.100,,Mandel and Agol (2002 ApJ 580 171),208.787,208.0,0.392,0.014,3.200e-4,4.090,1.185,1.360,5795,4.240,11.696,12.646,11.817,,,10.600,10.325,10.252,YES,2014-02-26,2014-06-10 00:00:00
Kepler-13 b,9941662,K00013.01,KOI-13 b,19 07 53.086,+46 52 06.09,3370,23.000,3.167,1.764,0.350,85.370,Pinsonneault,4.400,,Mandel and Agol (2002 ApJ 580 171),120.565,4633.0,0.038,0.078,2.000e-4,0.580,2.270,2.700,9071,3.930,9.958,9.697,10.045,10.548,10.020,9.466,9.455,9.425,YES,2013-03-05,2013-12-19 00:00:00
Kepler-130 b,5088536,K00282.02,Kepler-130 b,19 13 48.157,+40 14 43.18,966,1.030,3.333,8.457,0.561,88.240,SPC,16.300,,Mandel and Agol (2002 ApJ 580 171),139.068,81.0,0.080,0.008,2.000e-4,7.900,0.965,1.110,5873,4.330,11.529,12.130,11.581,,,10.810,10.529,10.490,YES,2014-02-26,2014-06-10 00:00:00
Kepler-130 c,5088536,K00282.01,Kepler-130 c,19 13 48.157,+40 14 43.18,651,2.810,5.846,27.509,0.250,89.380,SPC,35.700,,Mandel and Agol (2002 ApJ 580 171),182.104,642.0,0.176,0.023,2.400e-4,7.900,0.965,1.110,5873,4.330,11.529,12.130,11.581,,,10.810,10.529,10.490,YES,2014-01-16,2014-06-10 00:00:00
Kepler-130 d,5088536,K00282.03,Kepler-130 d,19 13 48.157,+40 14 43.18,443,1.090,5.671,87.519,0.767,89.380,SPC,77.200,,Mandel and Agol (2002 ApJ 580 171),201.170,81.0,0.381,0.009,4.400e-4,7.900,0.965,1.110,5873,4.330,11.529,12.130,11.581,,,10.810,10.529,10.490,YES,2014-02-26,2014-06-10 00:00:00
Kepler-131 b,5695396,K00283.01,Kepler-131 b,19 14 07.398,+40 56 32.28,719,2.410,2.926,16.092,0.780,88.240,SME,28.000,,Mandel and Agol (2002 ApJ 580 171),170.599,445.0,0.126,0.021,6.800e-4,5.300,1.021,1.034,5687,4.420,11.525,11.969,11.466,11.334,11.309,10.418,10.127,10.079,YES,2014-01-06,2013-12-19 00:00:00
Kepler-131 c,5695396,K00283.02,Kepler-131 c,19 14 07.398,+40 56 32.28,617,0.840,5.020,25.517,0.270,89.380,SME,38.000,,Mandel and Agol (2002 ApJ 580 171),154.421,68.0,0.171,0.007,3.100e-4,5.300,1.021,1.034,5687,4.420,11.525,11.969,11.466,11.334,11.309,10.418,10.127,10.079,YES,2014-01-06,2013-12-19 00:00:00
Kepler-132 b,6021275,K00284.03,Kepler-132 b,18 52 56.594,+41 20 34.94,1033,1.220,3.310,6.178,0.824,84.220,SPC,8.400,,Mandel and Agol (2002 ApJ 580 171),168.861,109.0,0.066,0.011,2.800e-4,5.600,0.982,1.030,5925,4.400,11.818,12.172,11.749,11.666,11.632,10.797,10.516,10.424,YES,2014-02-26,2014-06-10 00:00:00
Kepler-132 c,6021275,K00284.02,Kepler-132 c,18 52 56.594,+41 20 34.94,1025,1.280,3.555,6.415,0.798,84.800,SPC,8.600,,Mandel and Agol (2002 ApJ 580 171),169.642,122.0,0.067,0.011,2.600e-4,5.600,0.982,1.030,5925,4.400,11.818,12.172,11.749,11.666,11.632,10.797,10.516,10.424,YES,2014-02-26,2014-06-10 00:00:00
Kepler-132 d,6021275,K00284.01,Kepler-132 d,18 52 56.594,+41 20 34.94,725,1.680,3.120,18.010,0.938,87.090,SPC,17.200,,Mandel and Agol (2002 ApJ 580 171),179.425,166.0,0.134,0.015,4.400e-4,5.600,0.982,1.030,5925,4.400,11.818,12.172,11.749,11.666,11.632,10.797,10.516,10.424,YES,2014-02-26,2014-06-10 00:00:00
Kepler-133 b,10933561,K00291.02,Kepler-133 b,19 49 06.716,+48 19 13.20,1011,2.140,2.415,8.130,0.952,84.220,SPC,9.050,,Mandel and Agol (2002 ApJ 580 171),134.105,152.0,0.080,0.015,5.600e-4,9.400,1.020,1.340,5600,4.190,12.848,13.328,12.789,12.642,12.578,11.680,11.399,11.320,YES,2014-02-26,2013-12-19 00:00:00
Kepler-133 c,10933561,K00291.01,Kepler-133 c,19 49 06.716,+48 19 13.20,644,2.730,7.728,31.518,0.724,88.240,SPC,22.300,,Mandel and Agol (2002 ApJ 580 171),185.152,359.0,0.197,0.019,2.600e-4,9.400,1.020,1.340,5600,4.190,12.848,13.328,12.789,12.642,12.578,11.680,11.399,11.320,YES,2014-02-26,2013-12-19 00:00:00
Kepler-134 b,11547513,K00295.01,Kepler-134 b,18 58 57.371,+49 35 54.24,1088,2.260,3.134,5.317,0.886,82.510,J-K,6.610,,Mandel and Agol (2002 ApJ 580 171),171.876,298.0,0.060,0.020,2.700e-4,,1.010,1.035,5936,4.412,12.324,12.717,12.259,12.155,,11.260,10.984,10.951,YES,2014-02-26,2013-12-19 00:00:00
Kepler-134 c,11547513,K00295.02,Kepler-134 c,18 58 57.371,+49 35 54.24,878,1.630,2.439,10.106,0.963,84.800,J-K,10.130,,Mandel and Agol (2002 ApJ 580 171),135.509,112.0,0.092,0.014,5.900e-4,,1.010,1.035,5936,4.412,12.324,12.717,12.259,12.155,,11.260,10.984,10.951,YES,2014-02-26,2013-12-19 00:00:00
Kepler-135 b,3642289,K00301.01,Kepler-135 b,19 21 58.828,+38 47 43.72,1177,1.730,3.941,6.003,0.538,87.090,Pinsonneault,10.000,,Mandel and Agol (2002 ApJ 580 171),171.713,193.0,0.068,0.013,2.100e-4,2.620,1.140,1.210,6337,4.330,12.730,13.066,12.673,12.586,12.587,11.722,11.508,11.456,YES,2014-02-26,2013-12-19 00:00:00
Kepler-135 c,3642289,K00301.02,Kepler-135 c,19 21 58.828,+38 47 43.72,952,1.160,5.159,11.449,0.440,88.240,Pinsonneault,15.400,,Mandel and Agol (2002 ApJ 580 171),141.374,88.0,0.104,0.009,2.600e-4,2.620,1.140,1.210,6337,4.330,12.730,13.066,12.673,12.586,12.587,11.722,11.508,11.456,YES,2014-02-26,2013-12-19 00:00:00
Kepler-136 b,7050989,K00312.01,Kepler-136 b,19 45 52.156,+42 35 55.63,914,1.910,2.860,11.579,0.710,88.240,SPC,22.500,,Mandel and Agol (2002 ApJ 580 171),175.586,217.0,0.107,0.014,4.100e-4,2.000,1.204,1.210,6158,4.350,12.459,12.512,12.404,,,10.804,10.573,10.519,YES,2014-02-26,2013-12-19 00:00:00
Kepler-136 c,7050989,K00312.02,Kepler-136 c,19 45 52.156,+42 35 55.63,817,1.840,3.643,16.399,0.590,88.810,SPC,28.000,,Mandel and Agol (2002 ApJ 580 171),131.968,213.0,0.134,0.014,4.100e-4,2.000,1.204,1.210,6158,4.350,12.459,12.512,12.404,,,10.804,10.573,10.519,YES,2014-02-26,2013-12-19 00:00:00
Kepler-137 b,7419318,K00313.02,Kepler-137 b,18 48 32.527,+43 02 20.76,778,1.610,3.224,8.436,0.330,88.810,SPC,19.200,,Mandel and Agol (2002 ApJ 580 171),179.886,357.0,0.079,0.017,0.001,4.400,0.908,0.858,5348,4.530,12.990,13.582,12.918,12.736,12.653,11.650,11.229,11.165,YES,2014-02-26,2013-12-19 00:00:00
Kepler-137 c,7419318,K00313.01,Kepler-137 c,18 48 32.527,+43 02 20.76,597,2.210,3.096,18.736,0.740,88.810,SPC,33.000,,Mandel and Agol (2002 ApJ 580 171),177.636,560.0,0.134,0.024,0.001,4.400,0.908,0.858,5348,4.530,12.990,13.582,12.918,12.736,12.653,11.650,11.229,11.165,YES,2014-02-26,2013-12-19 00:00:00
Kepler-138 b,7603200,K00314.03,Kepler-138 b,19 21 31.560,+43 17 34.76,491,0.790,2.059,10.312,0.810,88.240,J-K,23.200,,Mandel and Agol (2002 ApJ 580 171),133.552,124.0,0.075,0.012,0.001,,0.526,0.612,3900,4.585,12.925,14.014,12.893,12.457,,10.293,9.680,9.506,YES,2014-02-26,2013-12-19 00:00:00
Kepler-138 c,7603200,K00314.01,Kepler-138 c,19 21 31.560,+43 17 34.76,446,1.940,2.429,13.781,0.800,88.240,J-K,28.200,,Mandel and Agol (2002 ApJ 580 171),177.852,761.0,0.091,0.029,0.002,,0.526,0.612,3900,4.585,12.925,14.014,12.893,12.457,,10.293,9.680,9.506,YES,2014-01-30,2013-12-19 00:00:00
Kepler-138 d,7603200,K00314.02,Kepler-138 d,19 21 31.560,+43 17 34.76,376,2.060,2.001,23.089,0.927,88.810,J-K,40.000,,Mandel and Agol (2002 ApJ 580 171),171.005,619.0,0.128,0.031,0.002,,0.526,0.612,3900,4.585,12.925,14.014,12.893,12.457,,10.293,9.680,9.506,YES,2014-01-30,2013-12-19 00:00:00
Kepler-139 b,8008067,K00316.01,Kepler-139 b,18 49 34.065,+43 53 21.66,758,2.630,5.052,15.771,0.000,89.950,SPC,24.300,,Mandel and Agol (2002 ApJ 580 171),184.906,508.0,0.126,0.020,3.100e-4,5.100,1.084,1.180,5622,4.330,12.701,13.186,12.631,12.494,12.455,11.530,11.222,11.167,YES,2014-02-26,2014-06-10 00:00:00
Kepler-139 c,8008067,K00316.02,Kepler-139 c,18 49 34.065,+43 53 21.66,351,2.800,8.228,157.070,0.669,89.380,SPC,113.000,,Mandel and Agol (2002 ApJ 580 171),481.264,507.0,0.586,0.022,5.300e-4,5.100,1.084,1.180,5622,4.330,12.701,13.186,12.631,12.494,12.455,11.530,11.222,11.167,YES,2014-02-26,2014-06-10 00:00:00
Kepler-14 b,10264660,K00098.01,Kepler-14 b,19 10 50.120,+47 19 58.98,1290,10.000,6.271,6.790,0.588,85.370,SME,7.299,,Mandel and Agol (2002 ApJ 580 171),138.087,2255.0,0.078,0.056,5.000e-5,2.270,1.374,1.630,6395,4.150,12.128,12.363,12.063,12.024,12.031,11.202,11.068,10.988,YES,2013-03-05,2013-12-19 00:00:00
Kepler-140 b,9881662,K00327.01,Kepler-140 b,19 09 28.674,+46 46 05.59,1378,1.530,2.991,3.254,0.556,85.370,SPC,7.100,,Mandel and Agol (2002 ApJ 580 171),172.661,158.0,0.046,0.012,2.200e-4,0.880,1.207,1.166,6206,4.390,12.996,13.316,12.939,12.858,12.855,11.989,11.759,11.709,YES,2014-02-26,2014-06-10 00:00:00
Kepler-140 c,9881662,K00327.02,Kepler-140 c,19 09 28.674,+46 46 05.59,455,1.680,8.355,91.353,0.645,89.380,SPC,65.000,,Mandel and Agol (2002 ApJ 580 171),189.601,185.0,0.423,0.013,4.300e-4,0.880,1.207,1.166,6206,4.390,12.996,13.316,12.939,12.858,12.855,11.989,11.759,11.709,YES,2014-02-26,2014-06-10 00:00:00
Kepler-141 b,10552611,K00338.02,Kepler-141 b,19 51 53.013,+47 43 54.06,3866,17.500,2.108,3.108,0.740,84.800,SPC,7.800,,Mandel and Agol (2002 ApJ 580 171),132.640,66.0,0.042,0.008,7.700e-4,12.390,1.001,19.200,4104,1.870,13.448,14.223,13.361,13.116,12.986,11.955,11.485,11.393,YES,2014-02-26,2013-12-19 00:00:00
Kepler-141 c,10552611,K00338.01,Kepler-141 c,19 51 53.013,+47 43 54.06,2953,37.400,3.082,7.011,0.670,87.090,SPC,13.300,,Mandel and Agol (2002 ApJ 580 171),174.575,340.0,0.072,0.018,0.001,12.390,1.001,19.200,4104,1.870,13.448,14.223,13.361,13.116,12.986,11.955,11.485,11.393,YES,2014-02-26,2013-12-19 00:00:00
Kepler-142 b,10982872,K00343.02,Kepler-142 b,19 40 28.535,+48 28 52.61,1540,1.860,2.534,2.024,0.638,82.510,SPC,4.880,,Mandel and Agol (2002 ApJ 580 171),170.497,238.0,0.031,0.015,2.200e-4,8.200,0.988,1.140,5744,4.320,13.203,13.645,13.158,13.013,12.969,12.092,11.801,11.762,YES,2014-02-26,2013-12-19 00:00:00
Kepler-142 c,10982872,K00343.01,Kepler-142 c,19 40 28.535,+48 28 52.61,1156,2.690,3.379,4.762,0.637,85.940,SPC,8.600,,Mandel and Agol (2002 ApJ 580 171),170.336,498.0,0.055,0.021,2.600e-4,8.200,0.988,1.140,5744,4.320,13.203,13.645,13.158,13.013,12.969,12.092,11.801,11.762,YES,2014-02-26,2013-12-19 00:00:00
Kepler-142 d,10982872,K00343.03,Kepler-142 d,19 40 28.535,+48 28 52.61,559,1.580,7.463,41.809,0.537,89.380,SPC,36.700,,Mandel and Agol (2002 ApJ 580 171),148.698,178.0,0.235,0.013,4.200e-4,8.200,0.988,1.140,5744,4.320,13.203,13.645,13.158,13.013,12.969,12.092,11.801,11.762,YES,2014-02-26,2013-12-19 00:00:00
Kepler-143 b,11521793,K00352.02,Kepler-143 b,19 52 16.245,+49 24 45.36,772,2.220,1.258,16.008,0.965,88.240,Pinsonneault,32.000,,Mandel and Agol (2002 ApJ 580 171),142.637,259.0,0.125,0.019,0.002,4.800,1.008,1.060,6002,4.390,13.770,14.217,13.706,13.579,13.487,12.590,12.292,12.223,YES,2014-02-26,2013-12-19 00:00:00
Kepler-143 c,11521793,K00352.01,Kepler-143 c,19 52 16.245,+49 24 45.36,649,2.240,4.614,27.082,0.170,89.950,Pinsonneault,45.000,,Mandel and Agol (2002 ApJ 580 171),191.807,445.0,0.177,0.019,7.300e-4,4.800,1.008,1.060,6002,4.390,13.770,14.217,13.706,13.579,13.487,12.590,12.292,12.223,YES,2014-02-26,2013-12-19 00:00:00
Kepler-144 b,7175184,K00369.01,Kepler-144 b,18 47 39.763,+42 46 31.83,1148,1.330,1.895,5.885,0.700,87.660,Pinsonneault,17.200,,Mandel and Agol (2002 ApJ 580 171),174.426,124.0,0.067,0.011,4.000e-4,0.940,1.154,1.116,6377,4.410,11.992,12.282,11.944,11.868,11.872,11.050,10.830,10.792,YES,2014-02-26,2013-12-19 00:00:00
Kepler-144 c,7175184,K00369.02,Kepler-144 c,18 47 39.763,+42 46 31.83,959,1.260,2.398,10.105,0.660,88.240,Pinsonneault,25.000,,Mandel and Agol (2002 ApJ 580 171),135.557,115.0,0.096,0.010,4.200e-4,0.940,1.154,1.116,6377,4.410,11.992,12.282,11.944,11.868,11.872,11.050,10.830,10.792,YES,2014-02-26,2013-12-19 00:00:00
Kepler-145 b,8494142,K00370.02,Kepler-145 b,19 25 33.061,+44 31 44.80,902,2.650,4.768,22.950,0.923,86.520,SPC,15.270,,Mandel and Agol (2002 ApJ 580 171),151.532,123.0,0.172,0.012,3.400e-4,4.210,1.280,1.980,6022,3.950,11.931,12.239,11.897,11.799,11.759,10.913,10.693,10.628,YES,2013-12-18,2013-12-19 00:00:00
Kepler-145 c,8494142,K00370.01,Kepler-145 c,19 25 33.061,+44 31 44.80,732,4.320,9.898,42.883,0.742,88.240,SPC,23.170,,Mandel and Agol (2002 ApJ 580 171),203.647,406.0,0.261,0.020,1.500e-4,4.210,1.280,1.980,6022,3.950,11.931,12.239,11.897,11.799,11.759,10.913,10.693,10.628,YES,2013-12-18,2013-12-19 00:00:00
Kepler-146 b,3656121,K00386.01,Kepler-146 b,19 36 26.580,+38 42 36.84,648,3.400,5.201,31.159,0.023,89.950,Pinsonneault,47.000,,Mandel and Agol (2002 ApJ 580 171),173.905,946.0,0.200,0.028,3.000e-4,2.700,1.090,1.120,6212,4.380,13.838,14.250,13.796,13.661,13.600,12.739,12.472,12.475,YES,2014-02-26,2014-06-10 00:00:00
Kepler-146 c,3656121,K00386.02,Kepler-146 c,19 36 26.580,+38 42 36.84,481,3.100,5.894,76.732,0.555,89.380,Pinsonneault,85.800,,Mandel and Agol (2002 ApJ 580 171),200.675,719.0,0.364,0.025,5.500e-4,2.700,1.090,1.120,6212,4.380,13.838,14.250,13.796,13.661,13.600,12.739,12.472,12.475,YES,2014-02-26,2014-06-10 00:00:00
Kepler-147 b,3942670,K00392.02,Kepler-147 b,19 11 54.185,+39 05 13.85,877,1.330,4.999,12.611,0.854,85.370,Pinsonneault,10.500,,Mandel and Agol (2002 ApJ 580 171),138.167,92.0,0.105,0.010,6.600e-4,8.300,0.980,1.190,5894,4.270,13.954,14.443,13.891,13.745,13.686,12.786,12.475,12.416,YES,2014-02-26,2013-12-19 00:00:00
Kepler-147 c,3942670,K00392.01,Kepler-147 c,19 11 54.185,+39 05 13.85,634,2.270,7.613,33.418,0.824,87.660,Pinsonneault,20.000,,Mandel and Agol (2002 ApJ 580 171),171.323,285.0,0.201,0.017,4.900e-4,8.300,0.980,1.190,5894,4.270,13.954,14.443,13.891,13.745,13.686,12.786,12.475,12.416,YES,2014-02-26,2013-12-19 00:00:00
Kepler-148 b,9946525,K00398.03,Kepler-148 b,19 19 08.694,+46 51 31.65,1249,1.650,1.739,1.729,0.245,88.240,Pinsonneault,7.550,,Mandel and Agol (2002 ApJ 580 171),133.817,474.0,0.026,0.019,4.600e-4,11.200,0.777,0.780,5187,4.550,15.342,16.042,15.278,15.042,14.938,13.903,13.527,13.359,YES,2014-02-26,2014-06-10 00:00:00
Kepler-148 c,9946525,K00398.02,Kepler-148 c,19 19 08.694,+46 51 31.65,929,3.100,2.439,4.180,0.010,89.950,Pinsonneault,13.600,,Mandel and Agol (2002 ApJ 580 171),173.717,1740.0,0.047,0.037,5.200e-4,11.200,0.777,0.780,5187,4.550,15.342,16.042,15.278,15.042,14.938,13.903,13.527,13.359,YES,2014-02-26,2014-06-10 00:00:00
Kepler-149 b,3217264,K00401.01,Kepler-149 b,19 03 24.880,+38 23 02.84,700,7.230,5.141,29.199,0.450,89.380,Pinsonneault,41.000,,Mandel and Agol (2002 ApJ 580 171),185.441,2075.0,0.180,0.042,0.002,14.000,0.909,1.580,5363,4.000,14.001,14.635,13.941,13.729,13.632,12.694,12.274,12.184,YES,2014-02-26,2014-06-10 00:00:00
Kepler-149 c,3217264,K00401.03,Kepler-149 c,19 03 24.880,+38 23 02.84,567,2.660,6.856,55.328,0.040,89.950,Pinsonneault,63.000,,Mandel and Agol (2002 ApJ 580 171),186.325,298.0,0.275,0.015,7.900e-4,14.000,0.909,1.580,5363,4.000,14.001,14.635,13.941,13.729,13.632,12.694,12.274,12.184,YES,2014-02-26,2014-06-10 00:00:00
Kepler-149 d,3217264,K00401.02,Kepler-149 d,19 03 24.880,+38 23 02.84,397,7.310,5.643,160.017,0.862,89.380,Pinsonneault,127.000,,Mandel and Agol (2002 ApJ 580 171),251.285,1585.0,0.559,0.042,0.002,14.000,0.909,1.580,5363,4.000,14.001,14.635,13.941,13.729,13.632,12.694,12.274,12.184,YES,2014-02-26,2014-06-10 00:00:00
Kepler-15 b,11359879,K00128.01,Kepler-15 b,19 44 48.142,+49 08 24.44,1097,11.970,3.382,4.943,0.599,86.520,SPC,10.340,,Mandel and Agol (2002 ApJ 580 171),136.329,10877.0,0.059,0.101,2.800e-4,2.100,1.127,1.090,5786,4.420,13.758,14.266,13.687,13.540,13.484,12.578,12.282,12.216,YES,2013-03-05,2013-12-19 00:00:00
Kepler-150 b,5351250,K00408.04,Kepler-150 b,19 12 56.184,+40 31 15.24,1192,1.300,2.337,3.428,0.490,87.090,Pinsonneault,10.000,,Mandel and Agol (2002 ApJ 580 171),132.355,182.0,0.044,0.013,5.100e-4,3.500,0.970,0.940,5855,4.480,14.985,15.497,14.934,14.766,14.670,13.817,13.422,13.367,YES,2014-02-26,2013-12-19 00:00:00
Kepler-150 c,5351250,K00408.01,Kepler-150 c,19 12 56.184,+40 31 15.24,925,3.700,3.117,7.382,0.480,88.240,Pinsonneault,16.600,,Mandel and Agol (2002 ApJ 580 171),173.071,1471.0,0.073,0.036,7.600e-4,3.500,0.970,0.940,5855,4.480,14.985,15.497,14.934,14.766,14.670,13.817,13.422,13.367,YES,2014-02-26,2013-12-19 00:00:00
Kepler-150 d,5351250,K00408.02,Kepler-150 d,19 12 56.184,+40 31 15.24,772,2.900,3.787,12.561,0.430,88.810,Pinsonneault,23.700,,Mandel and Agol (2002 ApJ 580 171),166.797,918.0,0.105,0.028,6.400e-4,3.500,0.970,0.940,5855,4.480,14.985,15.497,14.934,14.766,14.670,13.817,13.422,13.367,YES,2014-02-26,2013-12-19 00:00:00
Kepler-150 e,5351250,K00408.03,Kepler-150 e,19 12 56.184,+40 31 15.24,572,2.600,4.861,30.827,0.510,89.380,Pinsonneault,43.000,,Mandel and Agol (2002 ApJ 580 171),152.999,753.0,0.191,0.026,6.800e-4,3.500,0.970,0.940,5855,4.480,14.985,15.497,14.934,14.766,14.670,13.817,13.422,13.367,YES,2014-02-26,2013-12-19 00:00:00
Kepler-151 b,5791986,K00413.01,Kepler-151 b,19 28 39.067,+41 01 23.66,638,2.800,2.589,15.229,0.670,88.810,Pinsonneault,35.000,,Mandel and Agol (2002 ApJ 580 171),176.559,1108.0,0.114,0.032,0.005,4.600,0.860,0.810,5439,4.560,14.769,15.370,14.697,14.512,14.395,13.383,12.998,12.864,YES,2014-02-26,2013-12-19 00:00:00
Kepler-151 c,5791986,K00413.02,Kepler-151 c,19 28 39.067,+41 01 23.66,542,2.200,3.059,24.674,0.660,89.380,Pinsonneault,49.000,,Mandel and Agol (2002 ApJ 580 171),146.774,652.0,0.158,0.025,0.004,4.600,0.860,0.810,5439,4.560,14.769,15.370,14.697,14.512,14.395,13.383,12.998,12.864,YES,2014-02-26,2013-12-19 00:00:00
