Planet Name,Kepler ID,KOI Name,Alt Name,RA (J2000),Dec (J2000),Planet temp,Planet Radius,Transit duration,Period,Impact Parameter,Inclination,Provenance,a/R,Transit Number,Transit Model,Time of transit,Transit Depth,Semi-major Axis,r/R,r/R err1,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,J Mag,H Mag,K Mag,KOI List,Last Update,KOI Vet Date
Kepler-124 c,11288051,K00241.01,Kepler-124 c,19 07 00.666,+49 03 53.68,616,2.23,3.607,13.821,0.72,88.24,Pinsonneault,21.5,,Mandel and Agol (2002 ApJ 580 171),131.793,785,0.106,0.028,0.001,0.7,0.841,0.74,5288,4.62,14.139,14.74,14.089,13.881,13.749,12.78,12.314,12.233,YES,2014-02-26,2013-12-19 00:00:00
Kepler-124 d,11288051,K00241.02,Kepler-124 d,19 07 00.666,+49 03 53.68,470,1.37,4.438,30.951,0.75,88.81,Pinsonneault,37,,Mandel and Agol (2002 ApJ 580 171),153.841,292,0.182,0.017,0.00087,0.7,0.841,0.74,5288,4.62,14.139,14.74,14.089,13.881,13.749,12.78,12.314,12.233,YES,2014-02-26,2013-12-19 00:00:00
Kepler-125 b,10489206,K00251.01,Kepler-125 b,19 53 01.948,+47 36 17.78,625,2.59,1.854,4.164,0.68,87.09,Pinsonneault,13.7,,Mandel and Agol (2002 ApJ 580 171),171.087,2261,0.041,0.046,0.004,13.5,0.537,0.515,3996,4.74,14.752,16.233,14.871,14.118,13.716,12.484,11.869,11.682,YES,2014-02-26,2013-12-19 00:00:00
Kepler-125 c,10489206,K00251.02,Kepler-125 c,19 53 01.948,+47 36 17.78,560,0.82,1.989,5.774,0.66,87.66,Pinsonneault,17.1,,Mandel and Agol (2002 ApJ 580 171),132.96,228,0.051,0.015,0.002,13.5,0.537,0.515,3996,4.74,14.752,16.233,14.871,14.118,13.716,12.484,11.869,11.682,YES,2014-02-26,2013-12-19 00:00:00
Kepler-126 b,8292840,K00260.01,Kepler-126 b,19 17 23.357,+44 12 30.64,980,1.66,5.034,10.496,0.867,84.22,SPC,8.364,,Mandel and Agol (2002 ApJ 580 171),172.79,114,0.097,0.012,0.00012,4,1.11,1.26,6164,4.28,10.5,10.904,10.514,,,9.616,9.407,9.344,YES,2014-02-26,2014-06-10 00:00:00
Kepler-126 c,8292840,K00260.03,Kepler-126 c,19 17 23.357,+44 12 30.64,765,1.79,5.766,21.87,0.897,85.94,SPC,13.644,,Mandel and Agol (2002 ApJ 580 171),140.294,123,0.159,0.013,0.00016,4,1.11,1.26,6164,4.28,10.5,10.904,10.514,,,9.616,9.407,9.344,YES,2014-02-26,2014-06-10 00:00:00
Kepler-126 d,8292840,K00260.02,Kepler-126 d,19 17 23.357,+44 12 30.64,461,2.89,11.537,100.283,0.849,88.81,SPC,37.66,,Mandel and Agol (2002 ApJ 580 171),245.041,362,0.438,0.021,0.00012,4,1.11,1.26,6164,4.28,10.5,10.904,10.514,,,9.616,9.407,9.344,YES,2014-02-26,2014-06-10 00:00:00
Kepler-127 b,9451706,K00271.03,Kepler-127 b,19 00 45.600,+46 01 40.66,865,1.41,3.426,14.436,0.842,87.09,SPC,18,,Mandel and Agol (2002 ApJ 580 171),141.511,97,0.126,0.01,0.00021,1.38,1.269,1.27,6169,4.33,11.485,11.779,11.422,11.358,11.352,10.536,10.3,10.234,YES,2014-02-26,2013-12-19 00:00:00
Kepler-127 c,9451706,K00271.02,Kepler-127 c,19 00 45.600,+46 01 40.66,683,2.33,6.896,29.392,0.498,88.81,SPC,28.9,,Mandel and Agol (2002 ApJ 580 171),209.073,317,0.202,0.017,0.00011,1.38,1.269,1.27,6169,4.33,11.485,11.779,11.422,11.358,11.352,10.536,10.3,10.234,YES,2014-02-26,2013-12-19 00:00:00
Kepler-127 d,9451706,K00271.01,Kepler-127 d,19 00 45.600,+46 01 40.66,578,2.51,7.036,48.631,0.672,88.81,SPC,40.4,,Mandel and Agol (2002 ApJ 580 171),172.546,344,0.282,0.018,0.00014,1.38,1.269,1.27,6169,4.33,11.485,11.779,11.422,11.358,11.352,10.536,10.3,10.234,YES,2014-02-26,2013-12-19 00:00:00
Kepler-128 b,8077137,K00274.01,Kepler-128 b,18 49 58.132,+43 58 48.75,940,1.13,4.138,15.092,0.44,88.81,SME,25.3,,Mandel and Agol (2002 ApJ 580 171),175.928,50,0.127,0.007,0.00033,4.2,1.198,1.55,6090,4.13,11.39,11.697,11.315,11.258,11.241,10.373,10.094,10.109,YES,2013-12-18,2013-12-19 00:00:00
Kepler-128 c,8077137,K00274.02,Kepler-128 c,18 49 58.132,+43 58 48.75,820,1.13,5.092,22.795,0.26,89.38,SME,33,,Mandel and Agol (2002 ApJ 580 171),153.492,52,0.167,0.007,0.00036,4.2,1.198,1.55,6090,4.13,11.39,11.697,11.315,11.258,11.241,10.373,10.094,10.109,YES,2013-12-18,2013-12-19 00:00:00
Kepler-129 b,10586004,K00275.01,Kepler-129 b,19 01 14.700,+47 50 54.83,827,1.96,7.179,15.792,0.03,89.95,SPC,17.03,,Mandel and Agol (2002 ApJ 580 171),176.821,213,0.13,0.013,0.00015,4.09,1.185,1.36,5795,4.24,11.696,12.646,11.817,,,10.6,10.325,10.252,YES,2014-02-26,2014-06-10 00:00:00
Kepler-129 c,10586004,K00275.02,Kepler-129 c,19 01 14.700,+47 50 54.83,476,2.04,9.945,82.2,0.61,89.38,SPC,51.1,,Mandel and Agol (2002 ApJ 580 171),208.787,208,0.392,0.014,0.00032,4.09,1.185,1.36,5795,4.24,11.696,12.646,11.817,,,10.6,10.325,10.252,YES,2014-02-26,2014-06-10 00:00:00
Kepler-13 b,9941662,K00013.01,KOI-13 b,19 07 53.086,+46 52 06.09,3370,23,3.167,1.764,0.35,85.37,Pinsonneault,4.4,,Mandel and Agol (2002 ApJ 580 171),120.565,4633,0.038,0.078,0.0002,0.58,2.27,2.7,9071,3.93,9.958,9.697,10.045,10.548,10.02,9.466,9.455,9.425,YES,2013-03-05,2013-12-19 00:00:00
Kepler-130 b,5088536,K00282.02,Kepler-130 b,19 13 48.157,+40 14 43.18,966,1.03,3.333,8.457,0.561,88.24,SPC,16.3,,Mandel and Agol (2002 ApJ 580 171),139.068,81,0.08,0.008,0.0002,7.9,0.965,1.11,5873,4.33,11.529,12.13,11.581,,,10.81,10.529,10.49,YES,2014-02-26,2014-06-10 00:00:00
Kepler-130 c,5088536,K00282.01,Kepler-130 c,19 13 48.157,+40 14 43.18,651,2.81,5.846,27.509,0.25,89.38,SPC,35.7,,Mandel and Agol (2002 ApJ 580 171),182.104,642,0.176,0.023,0.00024,7.9,0.965,1.11,5873,4.33,11.529,12.13,11.581,,,10.81,10.529,10.49,YES,2014-01-16,2014-06-10 00:00:00
Kepler-130 d,5088536,K00282.03,Kepler-130 d,19 13 48.157,+40 14 43.18,443,1.09,5.671,87.519,0.767,89.38,SPC,77.2,,Mandel and Agol (2002 ApJ 580 171),201.17,81,0.381,0.009,0.00044,7.9,0.965,1.11,5873,4.33,11.529,12.13,11.581,,,10.81,10.529,10.49,YES,2014-02-26,2014-06-10 00:00:00
Kepler-131 b,5695396,K00283.01,Kepler-131 b,19 14 07.398,+40 56 32.28,719,2.41,2.926,16.092,0.78,88.24,SME,28,,Mandel and Agol (2002 ApJ 580 171),170.599,445,0.126,0.021,0.00068,5.3,1.021,1.034,5687,4.42,11.525,11.969,11.466,11.334,11.309,10.418,10.127,10.079,YES,2014-01-06,2013-12-19 00:00:00
Kepler-131 c,5695396,K00283.02,Kepler-131 c,19 14 07.398,+40 56 32.28,617,0.84,5.02,25.517,0.27,89.38,SME,38,,Mandel and Agol (2002 ApJ 580 171),154.421,68,0.171,0.007,0.00031,5.3,1.021,1.034,5687,4.42,11.525,11.969,11.466,11.334,11.309,10.418,10.127,10.079,YES,2014-01-06,2013-12-19 00:00:00
Kepler-132 b,6021275,K00284.03,Kepler-132 b,18 52 56.594,+41 20 34.94,1033,1.22,3.31,6.178,0.824,84.22,SPC,8.4,,Mandel and Agol (2002 ApJ 580 171),168.861,109,0.066,0.011,0.00028,5.6,0.982,1.03,5925,4.4,11.818,12.172,11.749,11.666,11.632,10.797,10.516,10.424,YES,2014-02-26,2014-06-10 00:00:00
Kepler-132 c,6021275,K00284.02,Kepler-132 c,18 52 56.594,+41 20 34.94,1025,1.28,3.555,6.415,0.798,84.8,SPC,8.6,,Mandel and Agol (2002 ApJ 580 171),169.642,122,0.067,0.011,0.00026,5.6,0.982,1.03,5925,4.4,11.818,12.172,11.749,11.666,11.632,10.797,10.516,10.424,YES,2014-02-26,2014-06-10 00:00:00
Kepler-132 d,6021275,K00284.01,Kepler-132 d,18 52 56.594,+41 20 34.94,725,1.68,3.12,18.01,0.938,87.09,SPC,17.2,,Mandel and Agol (2002 ApJ 580 171),179.425,166,0.134,0.015,0.00044,5.6,0.982,1.03,5925,4.4,11.818,12.172,11.749,11.666,11.632,10.797,10.516,10.424,YES,2014-02-26,2014-06-10 00:00:00
Kepler-133 b,10933561,K00291.02,Kepler-133 b,19 49 06.716,+48 19 13.20,1011,2.14,2.415,8.13,0.952,84.22,SPC,9.05,,Mandel and Agol (2002 ApJ 580 171),134.105,152,0.08,0.015,0.00056,9.4,1.02,1.34,5600,4.19,12.848,13.328,12.789,12.642,12.578,11.68,11.399,11.32,YES,2014-02-26,2013-12-19 00:00:00
Kepler-133 c,10933561,K00291.01,Kepler-133 c,19 49 06.716,+48 19 13.20,644,2.73,7.728,31.518,0.724,88.24,SPC,22.3,,Mandel and Agol (2002 ApJ 580 171),185.152,359,0.197,0.019,0.00026,9.4,1.02,1.34,5600,4.19,12.848,13.328,12.789,12.642,12.578,11.68,11.399,11.32,YES,2014-02-26,2013-12-19 00:00:00
Kepler-134 b,11547513,K00295.01,Kepler-134 b,18 58 57.371,+49 35 54.24,1088,2.26,3.134,5.317,0.886,82.51,J-K,6.61,,Mandel and Agol (2002 ApJ 580 171),171.876,298,0.06,0.02,0.00027,,1.01,1.035,5936,4.412,12.324,12.717,12.259,12.155,,11.26,10.984,10.951,YES,2014-02-26,2013-12-19 00:00:00
Kepler-134 c,11547513,K00295.02,Kepler-134 c,18 58 57.371,+49 35 54.24,878,1.63,2.439,10.106,0.963,84.8,J-K,10.13,,Mandel and Agol (2002 ApJ 580 171),135.509,112,0.092,0.014,0.00059,,1.01,1.035,5936,4.412,12.324,12.717,12.259,12.155,,11.26,10.984,10.951,YES,2014-02-26,2013-12-19 00:00:00
Kepler-135 b,3642289,K00301.01,Kepler-135 b,19 21 58.828,+38 47 43.72,1177,1.73,3.941,6.003,0.538,87.09,Pinsonneault,10,,Mandel and Agol (2002 ApJ 580 171),171.713,193,0.068,0.013,0.00021,2.62,1.14,1.21,6337,4.33,12.73,13.066,12.673,12.586,12.587,11.722,11.508,11.456,YES,2014-02-26,2013-12-19 00:00:00
Kepler-135 c,3642289,K00301.02,Kepler-135 c,19 21 58.828,+38 47 43.72,952,1.16,5.159,11.449,0.44,88.24,Pinsonneault,15.4,,Mandel and Agol (2002 ApJ 580 171),141.374,88,0.104,0.009,0.00026,2.62,1.14,1.21,6337,4.33,12.73,13.066,12.673,12.586,12.587,11.722,11.508,11.456,YES,2014-02-26,2013-12-19 00:00:00
Kepler-136 b,7050989,K00312.01,Kepler-136 b,19 45 52.156,+42 35 55.63,914,1.91,2.86,11.579,0.71,88.24,SPC,22.5,,Mandel and Agol (2002 ApJ 580 171),175.586,217,0.107,0.014,0.00041,2,1.204,1.21,6158,4.35,12.459,12.512,12.404,,,10.804,10.573,10.519,YES,2014-02-26,2013-12-19 00:00:00
Kepler-136 c,7050989,K00312.02,Kepler-136 c,19 45 52.156,+42 35 55.63,817,1.84,3.643,16.399,0.59,88.81,SPC,28,,Mandel and Agol (2002 ApJ 580 171),131.968,213,0.134,0.014,0.00041,2,1.204,1.21,6158,4.35,12.459,12.512,12.404,,,10.804,10.573,10.519,YES,2014-02-26,2013-12-19 00:00:00
Kepler-137 b,7419318,K00313.02,Kepler-137 b,18 48 32.527,+43 02 20.76,778,1.61,3.224,8.436,0.33,88.81,SPC,19.2,,Mandel and Agol (2002 ApJ 580 171),179.886,357,0.079,0.017,0.001,4.4,0.908,0.858,5348,4.53,12.99,13.582,12.918,12.736,12.653,11.65,11.229,11.165,YES,2014-02-26,2013-12-19 00:00:00
Kepler-137 c,7419318,K00313.01,Kepler-137 c,18 48 32.527,+43 02 20.76,597,2.21,3.096,18.736,0.74,88.81,SPC,33,,Mandel and Agol (2002 ApJ 580 171),177.636,560,0.134,0.024,0.001,4.4,0.908,0.858,5348,4.53,12.99,13.582,12.918,12.736,12.653,11.65,11.229,11.165,YES,2014-02-26,2013-12-19 00:00:00
Kepler-138 b,7603200,K00314.03,Kepler-138 b,19 21 31.560,+43 17 34.76,491,0.79,2.059,10.312,0.81,88.24,J-K,23.2,,Mandel and Agol (2002 ApJ 580 171),133.552,124,0.075,0.012,0.001,,0.526,0.612,3900,4.585,12.925,14.014,12.893,12.457,,10.293,9.68,9.506,YES,2014-02-26,2013-12-19 00:00:00
Kepler-138 c,7603200,K00314.01,Kepler-138 c,19 21 31.560,+43 17 34.76,446,1.94,2.429,13.781,0.8,88.24,J-K,28.2,,Mandel and Agol (2002 ApJ 580 171),177.852,761,0.091,0.029,0.002,,0.526,0.612,3900,4.585,12.925,14.014,12.893,12.457,,10.293,9.68,9.506,YES,2014-01-30,2013-12-19 00:00:00
Kepler-138 d,7603200,K00314.02,Kepler-138 d,19 21 31.560,+43 17 34.76,376,2.06,2.001,23.089,0.927,88.81,J-K,40,,Mandel and Agol (2002 ApJ 580 171),171.005,619,0.128,0.031,0.002,,0.526,0.612,3900,4.585,12.925,14.014,12.893,12.457,,10.293,9.68,9.506,YES,2014-01-30,2013-12-19 00:00:00
Kepler-139 b,8008067,K00316.01,Kepler-139 b,18 49 34.065,+43 53 21.66,758,2.63,5.052,15.771,0,89.95,SPC,24.3,,Mandel and Agol (2002 ApJ 580 171),184.906,508,0.126,0.02,0.00031,5.1,1.084,1.18,5622,4.33,12.701,13.186,12.631,12.494,12.455,11.53,11.222,11.167,YES,2014-02-26,2014-06-10 00:00:00
Kepler-139 c,8008067,K00316.02,Kepler-139 c,18 49 34.065,+43 53 21.66,351,2.8,8.228,157.07,0.669,89.38,SPC,113,,Mandel and Agol (2002 ApJ 580 171),481.264,507,0.586,0.022,0.00053,5.1,1.084,1.18,5622,4.33,12.701,13.186,12.631,12.494,12.455,11.53,11.222,11.167,YES,2014-02-26,2014-06-10 00:00:00
Kepler-14 b,10264660,K00098.01,Kepler-14 b,19 10 50.120,+47 19 58.98,1290,10,6.271,6.79,0.588,85.37,SME,7.299,,Mandel and Agol (2002 ApJ 580 171),138.087,2255,0.078,0.056,0.00005,2.27,1.374,1.63,6395,4.15,12.128,12.363,12.063,12.024,12.031,11.202,11.068,10.988,YES,2013-03-05,2013-12-19 00:00:00
Kepler-140 b,9881662,K00327.01,Kepler-140 b,19 09 28.674,+46 46 05.59,1378,1.53,2.991,3.254,0.556,85.37,SPC,7.1,,Mandel and Agol (2002 ApJ 580 171),172.661,158,0.046,0.012,0.00022,0.88,1.207,1.166,6206,4.39,12.996,13.316,12.939,12.858,12.855,11.989,11.759,11.709,YES,2014-02-26,2014-06-10 00:00:00
Kepler-140 c,9881662,K00327.02,Kepler-140 c,19 09 28.674,+46 46 05.59,455,1.68,8.355,91.353,0.645,89.38,SPC,65,,Mandel and Agol (2002 ApJ 580 171),189.601,185,0.423,0.013,0.00043,0.88,1.207,1.166,6206,4.39,12.996,13.316,12.939,12.858,12.855,11.989,11.759,11.709,YES,2014-02-26,2014-06-10 00:00:00
Kepler-141 b,10552611,K00338.02,Kepler-141 b,19 51 53.013,+47 43 54.06,3866,17.5,2.108,3.108,0.74,84.8,SPC,7.8,,Mandel and Agol (2002 ApJ 580 171),132.64,66,0.042,0.008,0.00077,12.39,1.001,19.2,4104,1.87,13.448,14.223,13.361,13.116,12.986,11.955,11.485,11.393,YES,2014-02-26,2013-12-19 00:00:00
Kepler-141 c,10552611,K00338.01,Kepler-141 c,19 51 53.013,+47 43 54.06,2953,37.4,3.082,7.011,0.67,87.09,SPC,13.3,,Mandel and Agol (2002 ApJ 580 171),174.575,340,0.072,0.018,0.001,12.39,1.001,19.2,4104,1.87,13.448,14.223,13.361,13.116,12.986,11.955,11.485,11.393,YES,2014-02-26,2013-12-19 00:00:00
Kepler-142 b,10982872,K00343.02,Kepler-142 b,19 40 28.535,+48 28 52.61,1540,1.86,2.534,2.024,0.638,82.51,SPC,4.88,,Mandel and Agol (2002 ApJ 580 171),170.497,238,0.031,0.015,0.00022,8.2,0.988,1.14,5744,4.32,13.203,13.645,13.158,13.013,12.969,12.092,11.801,11.762,YES,2014-02-26,2013-12-19 00:00:00
Kepler-142 c,10982872,K00343.01,Kepler-142 c,19 40 28.535,+48 28 52.61,1156,2.69,3.379,4.762,0.637,85.94,SPC,8.6,,Mandel and Agol (2002 ApJ 580 171),170.336,498,0.055,0.021,0.00026,8.2,0.988,1.14,5744,4.32,13.203,13.645,13.158,13.013,12.969,12.092,11.801,11.762,YES,2014-02-26,2013-12-19 00:00:00
Kepler-142 d,10982872,K00343.03,Kepler-142 d,19 40 28.535,+48 28 52.61,559,1.58,7.463,41.809,0.537,89.38,SPC,36.7,,Mandel and Agol (2002 ApJ 580 171),148.698,178,0.235,0.013,0.00042,8.2,0.988,1.14,5744,4.32,13.203,13.645,13.158,13.013,12.969,12.092,11.801,11.762,YES,2014-02-26,2013-12-19 00:00:00
Kepler-143 b,11521793,K00352.02,Kepler-143 b,19 52 16.245,+49 24 45.36,772,2.22,1.258,16.008,0.965,88.24,Pinsonneault,32,,Mandel and Agol (2002 ApJ 580 171),142.637,259,0.125,0.019,0.002,4.8,1.008,1.06,6002,4.39,13.77,14.217,13.706,13.579,13.487,12.59,12.292,12.223,YES,2014-02-26,2013-12-19 00:00:00
Kepler-143 c,11521793,K00352.01,Kepler-143 c,19 52 16.245,+49 24 45.36,649,2.24,4.614,27.082,0.17,89.95,Pinsonneault,45,,Mandel and Agol (2002 ApJ 580 171),191.807,445,0.177,0.019,0.00073,4.8,1.008,1.06,6002,4.39,13.77,14.217,13.706,13.579,13.487,12.59,12.292,12.223,YES,2014-02-26,2013-12-19 00:00:00
Kepler-144 b,7175184,K00369.01,Kepler-144 b,18 47 39.763,+42 46 31.83,1148,1.33,1.895,5.885,0.7,87.66,Pinsonneault,17.2,,Mandel and Agol (2002 ApJ 580 171),174.426,124,0.067,0.011,0.0004,0.94,1.154,1.116,6377,4.41,11.992,12.282,11.944,11.868,11.872,11.05,10.83,10.792,YES,2014-02-26,2013-12-19 00:00:00
Kepler-144 c,7175184,K00369.02,Kepler-144 c,18 47 39.763,+42 46 31.83,959,1.26,2.398,10.105,0.66,88.24,Pinsonneault,25,,Mandel and Agol (2002 ApJ 580 171),135.557,115,0.096,0.01,0.00042,0.94,1.154,1.116,6377,4.41,11.992,12.282,11.944,11.868,11.872,11.05,10.83,10.792,YES,2014-02-26,2013-12-19 00:00:00
Kepler-145 b,8494142,K00370.02,Kepler-145 b,19 25 33.061,+44 31 44.80,902,2.65,4.768,22.95,0.923,86.52,SPC,15.27,,Mandel and Agol (2002 ApJ 580 171),151.532,123,0.172,0.012,0.00034,4.21,1.28,1.98,6022,3.95,11.931,12.239,11.897,11.799,11.759,10.913,10.693,10.628,YES,2013-12-18,2013-12-19 00:00:00
Kepler-145 c,8494142,K00370.01,Kepler-145 c,19 25 33.061,+44 31 44.80,732,4.32,9.898,42.883,0.742,88.24,SPC,23.17,,Mandel and Agol (2002 ApJ 580 171),203.647,406,0.261,0.02,0.00015,4.21,1.28,1.98,6022,3.95,11.931,12.239,11.897,11.799,11.759,10.913,10.693,10.628,YES,2013-12-18,2013-12-19 00:00:00
Kepler-146 b,3656121,K00386.01,Kepler-146 b,19 36 26.580,+38 42 36.84,648,3.4,5.201,31.159,0.023,89.95,Pinsonneault,47,,Mandel and Agol (2002 ApJ 580 171),173.905,946,0.2,0.028,0.0003,2.7,1.09,1.12,6212,4.38,13.838,14.25,13.796,13.661,13.6,12.739,12.472,12.475,YES,2014-02-26,2014-06-10 00:00:00
Kepler-146 c,3656121,K00386.02,Kepler-146 c,19 36 26.580,+38 42 36.84,481,3.1,5.894,76.732,0.555,89.38,Pinsonneault,85.8,,Mandel and Agol (2002 ApJ 580 171),200.675,719,0.364,0.025,0.00055,2.7,1.09,1.12,6212,4.38,13.838,14.25,13.796,13.661,13.6,12.739,12.472,12.475,YES,2014-02-26,2014-06-10 00:00:00
Kepler-147 b,3942670,K00392.02,Kepler-147 b,19 11 54.185,+39 05 13.85,877,1.33,4.999,12.611,0.854,85.37,Pinsonneault,10.5,,Mandel and Agol (2002 ApJ 580 171),138.167,92,0.105,0.01,0.00066,8.3,0.98,1.19,5894,4.27,13.954,14.443,13.891,13.745,13.686,12.786,12.475,12.416,YES,2014-02-26,2013-12-19 00:00:00
Kepler-147 c,3942670,K00392.01,Kepler-147 c,19 11 54.185,+39 05 13.85,634,2.27,7.613,33.418,0.824,87.66,Pinsonneault,20,,Mandel and Agol (2002 ApJ 580 171),171.323,285,0.201,0.017,0.00049,8.3,0.98,1.19,5894,4.27,13.954,14.443,13.891,13.745,13.686,12.786,12.475,12.416,YES,2014-02-26,2013-12-19 00:00:00
Kepler-148 b,9946525,K00398.03,Kepler-148 b,19 19 08.694,+46 51 31.65,1249,1.65,1.739,1.729,0.245,88.24,Pinsonneault,7.55,,Mandel and Agol (2002 ApJ 580 171),133.817,474,0.026,0.019,0.00046,11.2,0.777,0.78,5187,4.55,15.342,16.042,15.278,15.042,14.938,13.903,13.527,13.359,YES,2014-02-26,2014-06-10 00:00:00
Kepler-148 c,9946525,K00398.02,Kepler-148 c,19 19 08.694,+46 51 31.65,929,3.1,2.439,4.18,0.01,89.95,Pinsonneault,13.6,,Mandel and Agol (2002 ApJ 580 171),173.717,1740,0.047,0.037,0.00052,11.2,0.777,0.78,5187,4.55,15.342,16.042,15.278,15.042,14.938,13.903,13.527,13.359,YES,2014-02-26,2014-06-10 00:00:00
Kepler-149 b,3217264,K00401.01,Kepler-149 b,19 03 24.880,+38 23 02.84,700,7.23,5.141,29.199,0.45,89.38,Pinsonneault,41,,Mandel and Agol (2002 ApJ 580 171),185.441,2075,0.18,0.042,0.002,14,0.909,1.58,5363,4,14.001,14.635,13.941,13.729,13.632,12.694,12.274,12.184,YES,2014-02-26,2014-06-10 00:00:00
Kepler-149 c,3217264,K00401.03,Kepler-149 c,19 03 24.880,+38 23 02.84,567,2.66,6.856,55.328,0.04,89.95,Pinsonneault,63,,Mandel and Agol (2002 ApJ 580 171),186.325,298,0.275,0.015,0.00079,14,0.909,1.58,5363,4,14.001,14.635,13.941,13.729,13.632,12.694,12.274,12.184,YES,2014-02-26,2014-06-10 00:00:00
Kepler-149 d,3217264,K00401.02,Kepler-149 d,19 03 24.880,+38 23 02.84,397,7.31,5.643,160.017,0.862,89.38,Pinsonneault,127,,Mandel and Agol (2002 ApJ 580 171),251.285,1585,0.559,0.042,0.002,14,0.909,1.58,5363,4,14.001,14.635,13.941,13.729,13.632,12.694,12.274,12.184,YES,2014-02-26,2014-06-10 00:00:00
Kepler-15 b,11359879,K00128.01,Kepler-15 b,19 44 48.142,+49 08 24.44,1097,11.97,3.382,4.943,0.599,86.52,SPC,10.34,,Mandel and Agol (2002 ApJ 580 171),136.329,10877,0.059,0.101,0.00028,2.1,1.127,1.09,5786,4.42,13.758,14.266,13.687,13.54,13.484,12.578,12.282,12.216,YES,2013-03-05,2013-12-19 00:00:00
Kepler-150 b,5351250,K00408.04,Kepler-150 b,19 12 56.184,+40 31 15.24,1192,1.3,2.337,3.428,0.49,87.09,Pinsonneault,10,,Mandel and Agol (2002 ApJ 580 171),132.355,182,0.044,0.013,0.00051,3.5,0.97,0.94,5855,4.48,14.985,15.497,14.934,14.766,14.67,13.817,13.422,13.367,YES,2014-02-26,2013-12-19 00:00:00
Kepler-150 c,5351250,K00408.01,Kepler-150 c,19 12 56.184,+40 31 15.24,925,3.7,3.117,7.382,0.48,88.24,Pinsonneault,16.6,,Mandel and Agol (2002 ApJ 580 171),173.071,1471,0.073,0.036,0.00076,3.5,0.97,0.94,5855,4.48,14.985,15.497,14.934,14.766,14.67,13.817,13.422,13.367,YES,2014-02-26,2013-12-19 00:00:00
Kepler-150 d,5351250,K00408.02,Kepler-150 d,19 12 56.184,+40 31 15.24,772,2.9,3.787,12.561,0.43,88.81,Pinsonneault,23.7,,Mandel and Agol (2002 ApJ 580 171),166.797,918,0.105,0.028,0.00064,3.5,0.97,0.94,5855,4.48,14.985,15.497,14.934,14.766,14.67,13.817,13.422,13.367,YES,2014-02-26,2013-12-19 00:00:00
Kepler-150 e,5351250,K00408.03,Kepler-150 e,19 12 56.184,+40 31 15.24,572,2.6,4.861,30.827,0.51,89.38,Pinsonneault,43,,Mandel and Agol (2002 ApJ 580 171),152.999,753,0.191,0.026,0.00068,3.5,0.97,0.94,5855,4.48,14.985,15.497,14.934,14.766,14.67,13.817,13.422,13.367,YES,2014-02-26,2013-12-19 00:00:00
Kepler-151 b,5791986,K00413.01,Kepler-151 b,19 28 39.067,+41 01 23.66,638,2.8,2.589,15.229,0.67,88.81,Pinsonneault,35,,Mandel and Agol (2002 ApJ 580 171),176.559,1108,0.114,0.032,0.005,4.6,0.86,0.81,5439,4.56,14.769,15.37,14.697,14.512,14.395,13.383,12.998,12.864,YES,2014-02-26,2013-12-19 00:00:00
Kepler-151 c,5791986,K00413.02,Kepler-151 c,19 28 39.067,+41 01 23.66,542,2.2,3.059,24.674,0.66,89.38,Pinsonneault,49,,Mandel and Agol (2002 ApJ 580 171),146.774,652,0.158,0.025,0.004,4.6,0.86,0.81,5439,4.56,14.769,15.37,14.697,14.512,14.395,13.383,12.998,12.864,YES,2014-02-26,2013-12-19 00:00:00
Kepler-152 b,6508221,K00416.01,Kepler-152 b,19 07 27.715,+41 59 20.68,556,3,3.802,18.208,0.56,88.81,Pinsonneault,32,,Mandel and Agol (2002 ApJ 580 171),185.842,1602,0.127,0.037,0.003,0.8,0.832,0.73,5249,4.63,14.29,14.922,14.223,14.019,13.908,12.853,12.488,12.301,YES,2014-02-26,2014-06-10 00:00:00
Kepler-152 c,6508221,K00416.02,Kepler-152 c,19 07 27.715,+41 59 20.68,328,2.9,4.298,88.255,0.856,89.38,Pinsonneault,92,,Mandel and Agol (2002 ApJ 580 171),153.78,1140,0.365,0.036,0.003,0.8,0.832,0.73,5249,4.63,14.29,14.922,14.223,14.019,13.908,12.853,12.488,12.301,YES,2014-02-26,2014-06-10 00:00:00
Kepler-153 b,10843590,K00431.01,Kepler-153 b,18 49 50.522,+48 15 25.62,632,3.2,3.122,18.87,0.6,89.38,Pinsonneault,39,,Mandel and Agol (2002 ApJ 580 171),178.71,1118,0.13,0.032,0.004,13.8,0.82,0.91,5416,4.43,14.262,14.864,14.232,14.004,13.955,12.945,12.483,12.418,YES,2014-02-26,2013-12-19 00:00:00
Kepler-153 c,10843590,K00431.02,Kepler-153 c,18 49 50.522,+48 15 25.62,467,2.8,3.873,46.902,0.68,89.38,Pinsonneault,71,,Mandel and Agol (2002 ApJ 580 171),154.308,835,0.238,0.028,0.003,13.8,0.82,0.91,5416,4.43,14.262,14.864,14.232,14.004,13.955,12.945,12.483,12.418,YES,2014-02-26,2013-12-19 00:00:00
